855;Chana;306;Randall;248
856;Ingrid;305;Heath;247
857;Lina;305;Justus;247
858;Tianna;305;Lyric;246
859;Lilia;304;Masen;244
860;Marisa;304;Amos;243
861;Nahla;304;Frankie;243
862;Sherlyn;302;Harvey;243
863;Adyson;301;Kamryn;243
864;Cailyn;301;Alden;241
865;Princess;301;Hassan;240
866;Yoselin;301;Salvatore;240
867;Aubrianna;299;Theo;240
868;Maritza;299;Darien;239
869;Rayna;299;Gilbert;239
870;Luz;298;Krish;239
871;Cheyanne;297;Mike;239
872;Azaria;296;Todd;239
873;Jacey;296;Jaidyn;238
874;Roselyn;296;Isai;237
875;Elliot;295;Samson;237
876;Jaiden;295;Cassius;236
877;Tara;295;Hezekiah;236
878;Alma;294;Makhi;236
879;Esperanza;294;Antoine;235
880;Jakayla;294;Darnell;235
881;Yesenia;294;Remy;235
882;Kiersten;293;Stefan;235
883;Marlene;293;Camdyn;234
884;Nova;293;Kyron;234
885;Adelina;292;Callan;233
886;Ayana;291;Dario;233
887;Kai;291;Jedidiah;233
888;Nola;291;Leonidas;232
889;Sloan;291;Deven;231
890;Avah;290;Fletcher;231
891;Carley;290;Sonny;231
892;Meadow;290;Reagan;230
893;Neveah;290;Yadiel;230
894;Tamia;290;Jerimiah;229
895;Alaya;289;Efrain;228
896;Jadyn;289;Sidney;227
897;Sanaa;289;Santos;226
898;Kailynn;288;Aditya;225
899;Diya;287;Brenton;225
900;Rory;287;Brysen;225
901;Abbey;286;Nixon;225
902;Karis;286;Tyrell;225
903;Maliah;286;Vaughn;224
904;Belen;285;Elvis;223
905;Bentley;285;Freddy;223
906;Jaidyn;285;Demarcus;222
907;Shania;285;Gaige;222
908;Britney;284;Jaylon;221
909;Yazmin;284;Gibson;220
910;Aubri;283;Thaddeus;220
911;Malaya;283;Zaire;220
912;Micah;283;Coleman;219
913;River;283;Roderick;219
914;Alannah;282;Jabari;218
915;Jolene;281;Zackery;218
916;Shaniya;281;Agustin;217
917;Tia;281;Alfred;217
918;Yamilet;281;Arlo;217
919;Bryleigh;280;Braylin;217
920;Carissa;279;Leighton;217
921;Karlie;279;Turner;217
922;Libby;279;Arian;216
923;Lilith;279;Clinton;216
924;Lara;278;Legend;215
925;Tess;278;Miller;215
926;Aliza;277;Quinten;215
927;Laurel;277;Mustafa;214
928;Kaelynn;276;Jakobe;213
929;Leona;276;Lathan;213
930;Regan;276;Otto;213
931;Yaritza;276;Blaise;212
932;Kasey;274;Vihaan;212
933;Mattie;274;Enoch;211
934;Audrianna;273;Ross;211
935;Blakely;273;Brice;210
936;Campbell;273;Houston;210
937;Dorothy;273;Rey;210
938;Julieta;273;Benton;209
939;Kylah;273;Bodhi;209
940;Kyndal;273;Graysen;209
941;Temperance;273;Johann;209
942;Tinley;273;Reuben;209
943;Akira;272;Crew;208
944;Saige;272;Darryl;208
945;Ashtyn;270;Donte;208
946;Jewel;270;Flynn;208
947;Kelsie;270;Jaycob;208
948;Miya;270;Jean;208
949;Cambria;268;Maxton;208
950;Analia;267;Anders;207
951;Janet;267;Hugh;207
952;Kairi;267;Ignacio;207
953;Aleigha;266;Ralph;207
954;Bree;266;Trystan;207
955;Dalia;266;Devan;206
956;Liv;266;Franco;206
957;Sarahi;266;Mariano;206
958;Yamileth;265;Tyree;206
959;Carleigh;264;Bridger;205
960;Geraldine;264;Howard;205
961;Izabelle;264;Jaydan;205
962;Riya;264;Brecken;204
963;Samiya;264;Joziah;204
964;Abrielle;263;Valentin;204
965;Annabell;263;Broderick;203
966;Leigha;263;Maxx;203
967;Pamela;263;Elian;202
968;Caydence;262;Eliseo;202
969;Joyce;262;Haiden;202
970;Juniper;262;Tyrese;202
971;Malaysia;262;Zeke;202
972;Isabell;261;Keon;201
973;Blair;260;Maksim;201
974;Jaylyn;260;Coen;200
975;Marianna;260;Cristiano;200
976;Rivka;260;Hendrix;200
977;Alianna;259;Damari;199
978;Gwyneth;259;Princeton;199
979;Kendyl;259;Davon;198
980;Sky;259;Deon;198
981;Esme;258;Kael;198
982;Jaden;258;Dimitri;197
983;Sariyah;258;Jaron;197
984;Stacy;258;Jaydin;197
985;Kimber;257;Kyan;197
986;Kamille;256;Corban;196
987;Milagros;256;Kingsley;196
988;Karly;255;Major;196
989;Karma;254;Pierre;196
990;Thalia;254;Yehuda;196
991;Willa;254;Cayson;194
992;Amalia;253;Dangelo;194
993;Hattie;253;Jeramiah;194
994;Payten;253;Kamren;194
995;Anabel;252;Kohen;194
996;Ann;252;Camilo;193
997;Galilea;251;Cortez;193
998;Milana;251;Keyon;193
999;Yuliana;251;Malaki;193
1000;Damaris;250;Ethen;192
